,49301,49306,49315,49316,49321,49341,49345,49348,49401,49404,49418,49426,49428,49464,49468,49503,49504,49505,49506,49507,49508,49509,49512,49519,49525,49534,49544,49546,49548
2013,19366,10450,20135,20073,16115,33588,13572,12007,19903,8961,27524,34183,26315,28202,,35157,39533,31380,33159,37418,40609,26466,16269,28019,27483,21528,8853,31140,29775
2014,19549,10045,20734,20912,16479,34518,13123,12029,20398,8927,27496,34632,26377,29038,,35128,39168,31388,33230,37912,41389,26186,16331,28416,28007,21697,8828,32102,30052
2015,19768,10085,21046,21598,16698,34971,13248,12045,20516,9046,27968,35153,26798,29275,,34985,38825,31617,33281,38512,41613,26150,16853,29141,28975,21172,9232,33337,30234
2016,20101,10083,21996,21940,16875,35546,13505,12130,22253,9079,27986,34783,27298,28961,,35484,38877,31720,33741,38390,41139,26495,17117,29051,29326,21349,9586,33178,31938
2017,19998,10293,22617,22331,17036,36216,13999,12569,22892,8900,28514,35525,27651,29124,,36467,38531,31866,33989,38429,41215,27390,16976,28473,29448,21677,9960,33737,32694
2018,20382,10594,22744,23140,17354,36711,14488,12300,24290,8738,28383,36724,27596,28770,,37255,39401,32068,33661,38374,40830,27786,16926,28924,29439,21804,10239,34517,33303
2019,20302,10650,23283,23391,17160,37505,15123,12501,24900,8553,28521,37601,27445,29220,,37250,39633,32372,34528,39323,39571,28323,18170,28836,30019,21952,10341,34111,33613
2020,19922,10924,23116,24193,16926,38728,14157,12423,24827,8491,28607,38022,28299,30340,,37036,40498,33239,34058,39731,40409,28946,18464,28262,30205,22206,10181,33968,33608
