,81601,81602,81611,81612,81615,81621,81623,81642,81652,81654
2013,31.7,,48.0,-666666666.0,51.6,36.1,32.1,19.6,31.4,67.8
2014,32.4,,54.4,-666666666.0,56.4,36.7,28.9,17.6,27.0,49.0
2015,32.8,,55.8,-666666666.0,58.4,40.5,30.1,27.3,24.1,46.8
2016,33.0,,52.5,-666666666.0,52.4,46.4,29.8,0.0,21.3,38.1
2017,33.4,,53.6,-666666666.0,52.9,42.9,29.1,0.0,23.0,42.1
2018,35.2,,53.3,-666666666.0,58.0,42.1,31.7,-666666666.0,19.7,32.7
2019,36.1,,49.1,-666666666.0,56.8,40.7,33.9,100.0,20.0,27.6
2020,32.4,,48.7,-666666666.0,55.5,33.9,35.0,100.0,17.0,33.5
