,23220,23221,23223,23224,23226
2013,49.0,39.0,52.2,48.8,0.0
2014,40.7,35.6,58.5,40.2,0.0
2015,41.6,33.3,63.6,31.3,0.0
2016,40.3,31.2,68.9,33.3,0.0
2017,41.2,33.7,73.4,30.2,0.0
2018,41.4,40.0,69.2,31.7,0.0
2019,43.8,32.7,74.1,47.8,0.0
2020,41.8,30.0,74.2,57.0,0.0
