,23220,23221,23223,23224,23226
2013,12.0,5.6,29.7,33.3,7.2
2014,12.2,6.0,28.3,31.8,7.0
2015,11.9,6.0,27.4,30.9,6.9
2016,12.0,5.5,25.8,29.2,6.4
2017,11.1,5.0,24.9,28.3,6.0
2018,9.9,4.6,21.5,29.3,6.6
2019,9.5,5.0,20.1,26.7,6.9
2020,10.6,4.2,19.0,25.1,8.3
