,23220,23221,23223,23224,23226
2013,3.7,2.8,5.1,8.0,2.4
2014,2.8,2.9,5.2,7.9,2.6
2015,3.0,2.7,4.9,7.2,3.2
2016,2.4,2.0,5.0,7.3,3.0
2017,1.9,2.1,5.1,6.4,2.8
2018,2.0,2.4,5.8,6.4,3.0
2019,2.4,2.2,5.3,6.1,3.2
2020,2.5,2.3,6.1,6.6,2.1
