,23220,23221,23223,23224,23226
2013,35002,14702,48111,35885,15078
2014,34684,15570,48021,36897,15266
2015,34303,15832,48938,36702,15809
2016,34862,15348,49532,37762,15960
2017,34409,15354,51888,39066,15800
2018,34280,14933,51334,40445,16071
2019,34934,14842,52309,40546,16458
2020,34853,14619,53917,40136,16452
