,23220,23221,23223,23224,23226
2013,967,430,659,733,819
2014,976,448,659,746,829
2015,980,434,681,755,834
2016,992,440,686,772,848
2017,1010,430,669,773,848
2018,1026,444,695,793,827
2019,,,,,
2020,,,,,
