,23220,23221,23223,23224,23226
2013,32684,56219,36855,33141,76599
2014,35958,59623,36960,32725,79156
2015,36628,60454,36855,32496,80354
2016,38762,64500,37047,33474,81406
2017,39656,69316,38431,34186,84780
2018,42110,74096,40507,36097,93188
2019,44461,77816,43505,39485,101679
2020,46873,83343,45629,40840,109680
