,23220,23221,23223,23224,23226
2013,68.9,64.5,44.1,37.8,43.3
2014,70.0,63.7,45.4,39.8,45.0
2015,70.0,62.4,46.9,40.9,43.1
2016,70.6,61.5,49.6,42.7,41.8
2017,71.3,61.6,49.8,43.1,43.2
2018,71.5,62.7,50.7,43.7,42.1
2019,69.3,62.1,52.0,47.5,39.1
2020,66.6,61.2,51.9,50.8,39.9
