,46205,46208,46220,46201,46203,46225,46227
2013,25.8,22.7,39.3,26.1,37.0,23.2,39.0
2014,27.1,22.6,38.1,25.0,34.4,25.7,37.7
2015,26.6,22.6,40.2,23.9,33.7,27.4,35.8
2016,27.2,23.9,39.3,24.2,32.4,27.9,36.1
2017,27.9,25.3,39.0,23.0,31.8,25.2,35.1
2018,27.5,25.6,38.4,22.6,31.3,24.0,35.2
2019,27.1,25.1,39.0,23.6,30.5,25.0,33.0
2020,28.8,24.1,40.4,23.7,33.1,23.9,35.6
