,46205,46208,46220,46201,46203,46225,46227
2013,36429,31999,62063,26391,30481,24548,37380
2014,35126,32286,61414,26353,31630,28461,36452
2015,36531,30410,65280,26366,31142,30035,36712
2016,37831,31312,66279,27077,31876,31291,37686
2017,41773,34147,68015,28783,35292,33688,40415
2018,46157,34083,68725,29313,37598,34962,40625
2019,47623,35148,73288,30917,39133,33452,42816
2020,52068,40707,77377,31651,41321,35694,44873
