,46205,46208,46220,46201,46203,46225,46227
2013,519,401,1460,382,769,401,1139
2014,507,392,1446,370,778,415,1125
2015,508,399,1460,368,785,419,1114
2016,514,388,1489,378,777,424,1115
2017,518,380,1505,378,791,421,1139
2018,510,392,1502,358,798,393,1112
2019,,,,,,,
2020,,,,,,,
