,46205,46208,46220,46201,46203,46225,46227
2013,62.2,60.4,58.6,53.4,45.1,67.6,20.5
2014,56.9,64.6,68.2,48.8,43.8,53.4,24.3
2015,50.0,62.5,55.8,59.4,43.2,48.8,30.9
2016,50.8,62.3,63.2,52.9,50.8,53.6,45.4
2017,49.4,64.4,43.3,67.2,62.8,40.1,60.1
2018,41.0,60.0,48.2,68.3,57.2,37.3,67.8
2019,44.6,54.1,7.7,58.7,63.4,38.1,72.7
2020,40.8,71.3,14.1,54.0,64.6,37.5,58.6
