,46205,46208,46220,46201,46203,46225,46227
2013,26487,22779,34838,31369,37400,7008,58348
2014,27471,22565,34571,31080,38000,7097,57935
2015,28339,23346,36384,30737,38717,7226,57840
2016,27870,23504,36128,30538,38248,7664,58930
2017,28380,23300,36503,29852,39250,7282,57023
2018,27869,23081,36731,29807,39227,6354,56614
2019,27580,23080,36585,30962,38581,5577,54876
2020,28367,21976,37367,31233,38184,5457,55806
