,46205,46208,46220,46201,46203,46225,46227
2013,4.9,3.8,2.6,5.8,4.4,8.2,5.3
2014,4.5,4.3,2.6,5.9,5.1,6.6,5.5
2015,4.1,4.6,2.6,6.1,4.9,9.6,5.9
2016,3.7,3.7,3.1,6.4,4.5,9.8,6.4
2017,3.0,3.4,2.7,6.0,5.7,10.4,6.5
2018,4.0,2.5,2.9,5.1,6.3,9.2,6.0
2019,4.4,2.1,2.4,5.3,6.7,8.6,5.1
2020,4.8,4.5,2.7,4.8,6.5,4.9,5.5
