,46205,46208,46220,46201,46203,46225,46227
2013,48.0,52.1,49.8,47.1,38.6,46.1,42.6
2014,47.2,52.7,50.9,49.6,39.8,48.0,43.6
2015,47.3,51.7,48.7,51.2,40.6,46.1,46.1
2016,49.3,52.5,50.3,52.7,42.9,45.7,44.7
2017,50.3,51.5,51.6,56.1,43.1,47.5,46.3
2018,51.8,52.5,51.0,56.5,43.2,51.1,47.4
2019,53.7,52.9,50.6,56.4,45.0,53.1,49.1
2020,52.7,54.3,49.7,58.1,43.5,52.8,45.6
