,46205,46208,46220,46201,46203,46225,46227
2013,21.3,21.4,8.3,21.0,20.0,22.5,13.2
2014,21.2,20.4,8.4,19.5,20.7,19.7,13.2
2015,22.0,21.1,8.5,18.8,20.8,16.9,12.1
2016,19.8,20.0,7.3,16.7,20.2,16.5,12.7
2017,18.8,19.7,6.7,14.9,19.4,16.8,12.1
2018,16.7,19.4,7.7,15.8,19.2,15.7,11.4
2019,14.8,19.8,8.0,14.7,17.8,13.3,12.8
2020,13.7,17.1,7.2,13.3,16.9,18.5,13.4
