,46205,46208,46220,46201,46203,46225,46227
2013,34.1,31.1,34.8,33.5,34.1,35.0,32.9
2014,34.2,30.6,35.8,34.1,34.2,36.8,32.8
2015,34.1,30.8,35.1,34.5,34.0,37.3,33.1
2016,33.8,31.6,35.8,34.7,33.8,35.7,32.8
2017,32.8,31.6,36.2,35.5,33.8,34.5,33.4
2018,32.9,30.7,36.2,35.0,34.0,36.4,34.2
2019,32.7,29.2,35.3,34.2,34.8,36.6,34.7
2020,32.5,30.7,35.8,34.5,34.8,33.7,34.3
