,87102,87106,87108,87109,87110,87111,87112,87113,87114,87120
2013,1288,806,728,1968,2095,1034,879,768,885,635
2014,1287,803,740,1965,2078,1028,868,795,882,655
2015,1255,794,734,1960,2056,1036,880,790,916,650
2016,1258,802,730,1962,2028,1035,891,804,940,638
2017,1281,798,697,2003,2022,1009,905,843,964,674
2018,1276,783,686,1964,1998,1023,891,844,980,690
2019,,,,,,,,,,
2020,,,,,,,,,,
