,87102,87106,87108,87109,87110,87111,87112,87113,87114,87120
2013,27.9,36.6,49.4,12.4,43.5,21.2,30.1,9.0,0.0,6.6
2014,24.9,56.9,53.8,11.7,41.1,19.9,34.1,0.0,0.0,6.6
2015,25.4,51.3,55.2,6.0,48.3,19.0,34.2,0.0,3.2,6.2
2016,41.8,66.2,54.6,9.2,51.8,4.2,42.8,0.0,3.7,7.9
2017,45.0,64.2,64.5,18.4,51.3,14.9,50.0,6.8,3.4,6.8
2018,49.4,68.5,60.9,21.6,45.4,14.8,45.5,9.0,5.1,2.1
2019,55.0,69.3,52.5,36.9,51.8,16.0,41.6,45.9,8.0,2.7
2020,62.2,81.0,52.2,61.1,68.4,18.2,31.8,42.4,10.1,5.0
