,97401,97402,97403,97404,97477
2013,2.1,4.4,2.1,4.1,6.0
2014,2.3,4.6,2.6,4.4,4.7
2015,2.2,4.8,2.2,4.9,4.5
2016,2.4,4.5,2.7,5.4,4.3
2017,2.2,5.8,2.8,6.1,4.8
2018,2.3,5.8,3.5,7.1,5.3
2019,1.9,5.6,3.3,6.5,5.7
2020,2.5,5.1,3.7,6.4,6.1
