,97401,97402,97403,97404,97477
2013,28.6,35.5,21.9,39.7,36.2
2014,28.2,35.2,21.9,40.7,36.5
2015,27.9,35.0,21.8,40.7,37.7
2016,27.7,35.5,21.9,41.0,38.2
2017,28.2,35.5,21.8,41.0,37.3
2018,27.6,35.9,21.9,40.6,38.1
2019,28.3,36.2,22.0,40.6,37.8
2020,28.7,36.8,22.3,40.8,38.6
