,97401,97402,97403,97404,97477
2013,31080,38414,38053,52574,37409
2014,31911,37874,37415,52759,38070
2015,30893,39207,34208,52512,37831
2016,32628,40880,38317,54264,38164
2017,34377,43432,42083,57695,40322
2018,36228,44762,45706,61006,41493
2019,37662,47168,45034,63220,45674
2020,41502,46504,44540,66731,48644
