,97401,97402,97403,97404,97477
2013,2417,1848,249,472,1052
2014,2429,1857,259,481,1055
2015,2463,1895,273,473,1041
2016,2461,1930,275,497,1073
2017,2519,1970,252,498,1083
2018,2496,1946,252,504,1098
2019,,,,,
2020,,,,,
