,97401,97402,97403,97404,97477
2013,27.8,36.7,32.1,51.6,38.1
2014,26.1,38.0,31.1,50.8,37.0
2015,25.7,37.5,32.9,50.8,35.3
2016,27.0,37.0,32.4,50.1,36.8
2017,27.2,39.3,32.0,50.9,35.9
2018,26.2,39.3,31.4,49.1,36.2
2019,27.2,38.1,30.8,50.2,36.5
2020,27.8,35.3,29.4,51.5,39.5
