,97401,97402,97403,97404,97477
2013,23.4,35.2,0.0,0.0,40.6
2014,27.3,30.1,10.3,2.0,40.0
2015,40.3,35.2,16.5,11.8,30.8
2016,33.2,27.4,14.8,30.1,37.9
2017,42.9,19.4,12.7,36.9,41.7
2018,38.8,21.6,28.7,34.8,34.9
2019,41.2,18.2,30.0,37.8,46.8
2020,39.2,23.8,19.5,24.7,47.8
