,81601,81602,81611,81612,81615,81621,81623,81642,81652,81654
2013,6.0,,3.4,-666666666.0,7.4,0.9,2.9,13.0,6.1,0.0
2014,5.5,,3.5,-666666666.0,7.9,3.2,3.7,21.6,5.9,0.0
2015,5.2,,4.4,-666666666.0,7.4,4.2,3.6,39.4,6.5,0.0
2016,4.6,,4.9,-666666666.0,7.8,2.7,3.1,100.0,5.9,0.0
2017,4.2,,4.4,-666666666.0,0.0,3.0,3.3,100.0,2.7,0.0
2018,3.7,,3.7,-666666666.0,0.0,2.0,3.6,-666666666.0,4.5,1.2
2019,3.3,,4.4,-666666666.0,11.2,1.2,3.3,0.0,4.5,1.3
2020,3.7,,4.4,-666666666.0,1.1,2.4,3.4,0.0,1.5,1.7
