,80521,80524,80525,80526,80528
2013,28.9,49.2,49.0,49.8,67.4
2014,28.7,47.6,48.5,49.2,66.0
2015,28.6,47.4,48.7,48.7,67.1
2016,29.2,47.7,48.8,47.8,66.8
2017,29.0,47.4,48.8,46.0,65.6
2018,28.7,47.8,48.0,45.5,64.8
2019,29.1,49.3,47.4,45.1,62.3
2020,30.3,50.4,49.0,46.1,62.5
