,80521,80524,80525,80526,80528
2013,22.7,36.2,35.7,31.4,35.5
2014,22.5,35.6,35.9,31.3,36.4
2015,22.7,35.6,35.5,31.2,36.3
2016,22.9,35.5,35.4,31.5,36.3
2017,23.1,35.2,35.2,31.6,36.0
2018,23.2,35.5,34.8,31.6,36.3
2019,23.5,35.8,34.8,31.8,35.1
2020,23.3,35.8,35.7,31.6,36.2
