,80521,80524,80525,80526,80528
2013,3.8,2.5,2.7,4.0,3.9
2014,4.2,3.5,2.7,4.5,3.3
2015,3.5,3.5,3.4,4.4,2.7
2016,3.3,3.5,3.7,4.7,2.7
2017,4.2,3.3,3.9,4.9,2.8
2018,4.4,3.9,4.5,4.5,2.9
2019,4.2,3.5,5.1,3.6,2.8
2020,4.1,4.9,4.0,3.4,2.7
