,64106,64108,64109,64110,64111,64112,64113,64131
2013,3.0,4.8,7.3,3.2,2.9,0.5,1.2,4.9
2014,3.0,5.0,5.9,3.3,3.8,0.5,0.8,5.6
2015,2.1,3.5,5.6,4.2,4.8,1.0,1.1,4.9
2016,1.2,3.0,4.0,3.8,3.3,1.0,1.3,5.9
2017,0.8,3.9,2.6,3.8,1.8,1.5,1.9,5.9
2018,1.1,4.0,2.1,3.2,1.9,2.0,1.8,5.7
2019,0.7,3.5,3.1,2.6,2.2,2.4,2.4,4.9
2020,0.9,4.8,2.5,1.8,1.9,1.6,3.2,5.3
