,64106,64108,64109,64110,64111,64112,64113,64131
2013,8125,8535,8764,15063,16083,8308,11718,22850
2014,8348,8010,8728,15637,16403,8418,11754,22182
2015,8498,7410,8875,15737,17462,8631,12251,22663
2016,9092,7428,9243,16179,17507,8641,12084,22104
2017,9360,7491,9188,16745,17398,8698,12120,22485
2018,9326,7799,9647,17176,17801,8352,11988,22932
2019,9798,8450,9744,16619,17942,8666,12129,22676
2020,11292,9074,10733,17517,17165,8569,12080,22208
