,64106,64108,64109,64110,64111,64112,64113,64131
2013,17.0,18.0,15.5,25.9,17.8,25.8,59.9,30.1
2014,17.0,19.4,15.6,26.3,15.0,27.3,60.6,28.4
2015,16.5,20.5,18.1,26.1,16.4,28.1,61.1,28.2
2016,15.9,21.5,16.7,26.0,16.8,28.0,61.1,28.7
2017,15.2,20.5,18.8,27.2,16.7,30.2,62.3,28.6
2018,15.4,21.0,19.8,27.7,16.6,30.2,64.4,27.4
2019,16.0,22.1,21.0,27.7,18.3,30.7,64.6,27.3
2020,14.3,20.8,23.5,26.6,17.7,30.7,64.4,27.7
