,64106,64108,64109,64110,64111,64112,64113,64131
2013,57.5,65.3,81.3,51.2,58.6,36.6,12.2,46.5
2014,52.0,50.6,87.5,59.9,62.1,27.4,10.4,53.2
2015,42.4,57.1,78.1,61.3,62.1,27.8,12.3,56.0
2016,54.3,44.6,70.3,51.1,69.3,0.0,7.4,61.8
2017,56.7,43.5,66.4,49.1,68.7,0.0,0.0,49.3
2018,57.9,16.9,65.3,41.2,61.2,0.0,0.0,60.2
2019,50.4,16.2,67.0,39.4,63.2,0.0,0.0,68.1
2020,68.1,0.0,70.7,35.1,69.3,0.0,0.0,55.6
