,64106,64108,64109,64110,64111,64112,64113,64131
2013,57.1,60.7,53.2,52.5,74.4,71.4,34.3,47.0
2014,56.8,63.0,59.6,52.4,76.3,70.3,34.0,48.8
2015,60.7,64.8,59.1,54.5,74.0,69.3,32.7,48.1
2016,63.1,65.2,63.6,55.3,74.1,69.1,33.6,49.0
2017,63.5,66.4,63.8,55.3,76.1,66.3,32.4,50.2
2018,61.4,65.7,64.3,55.4,75.5,65.6,30.3,51.5
2019,65.3,64.3,64.1,57.1,73.7,64.5,29.6,52.4
2020,67.5,63.4,63.2,56.4,76.5,65.9,28.8,50.8
