,64106,64108,64109,64110,64111,64112,64113,64131
2013,28.1,36.9,37.3,31.4,33.2,31.8,41.7,38.1
2014,28.8,36.4,38.3,30.5,32.3,31.6,41.9,38.2
2015,29.7,36.8,39.6,30.4,32.1,31.1,41.3,36.8
2016,28.9,36.3,36.5,29.7,31.4,32.8,42.0,36.6
2017,29.0,36.1,36.9,30.4,31.7,33.3,42.9,36.9
2018,29.5,35.4,36.6,30.0,31.4,35.7,42.5,37.2
2019,29.2,34.6,36.8,30.7,31.6,33.9,42.1,37.2
2020,29.0,33.7,34.7,29.5,32.7,35.5,41.6,36.8
