,64106,64108,64109,64110,64111,64112,64113,64131
2013,23.0,16.4,23.9,18.3,4.9,2.2,4.7,18.0
2014,23.2,12.6,18.9,18.0,4.9,1.9,4.7,17.2
2015,20.7,11.3,17.2,15.2,4.8,1.6,5.1,18.7
2016,19.8,10.2,15.7,15.0,5.8,1.8,4.1,16.4
2017,20.5,9.2,14.8,13.6,5.4,2.0,3.4,15.2
2018,22.1,9.3,13.8,13.7,6.0,2.2,3.5,15.4
2019,18.0,10.1,11.8,12.6,5.9,2.4,3.4,15.5
2020,17.3,11.0,10.8,15.3,3.9,1.8,3.6,16.2
