,44112,44104,44103,44106,44114
2013,41.8,28.6,41.7,28.7,32.9
2014,42.8,28.0,41.1,28.2,32.4
2015,42.7,28.2,41.6,28.3,34.2
2016,43.1,29.2,40.4,28.3,33.4
2017,43.0,28.5,41.4,28.6,33.5
2018,42.8,29.2,40.4,28.3,34.3
2019,42.8,30.7,42.3,28.5,33.9
2020,41.8,30.7,40.1,30.6,33.0
