,44112,44104,44103,44106,44114
2013,5.8,6.5,5.0,2.7,2.2
2014,5.7,7.1,4.0,2.5,1.6
2015,5.5,6.5,3.2,2.0,4.4
2016,5.2,6.7,4.7,1.8,4.8
2017,5.1,5.7,4.7,2.0,3.9
2018,6.3,5.1,5.8,2.2,4.2
2019,6.4,4.4,5.0,2.3,4.0
2020,9.8,4.3,4.9,2.4,1.0
