,44112,44104,44103,44106,44114
2013,18.3,12.3,16.4,14.4,21.0
2014,18.3,10.8,16.2,16.7,21.1
2015,18.5,10.1,16.6,15.3,18.4
2016,18.2,10.0,15.3,15.6,17.5
2017,18.3,8.7,14.7,17.6,15.7
2018,18.5,8.2,15.9,17.7,12.8
2019,17.9,10.7,15.2,17.1,14.6
2020,17.2,10.5,15.0,18.6,13.9
