,44112,44104,44103,44106,44114
2013,48.4,41.3,51.6,64.6,70.7
2014,48.3,39.8,53.3,63.8,70.8
2015,48.9,39.8,54.8,66.4,68.2
2016,48.8,41.0,53.4,66.4,68.9
2017,50.5,42.3,55.9,65.9,72.0
2018,48.7,44.4,54.9,66.3,75.6
2019,50.1,46.6,56.8,66.9,75.1
2020,49.2,48.3,59.0,68.2,79.4
